idx,input_license
2246268,"CQ INVERSIONES S.A.S. CONTRATO DE LICENCIA DE SOFTWARE NO OEM (Version 2.0 - 2023)   IMPORTANTE: LÉASE ANTES DE COPIAR, INSTALAR O UTILIZAR.  No copie, instale ni utilice este software y cualquier material asociado (colectivamente, el ""Software"") proporcionado con este contrato de licencia (""Contrato"") hasta que haya leído atentamente los siguientes términos y condiciones.  Al copiar, instalar o utilizar el Software de otro modo, acepta que estará sujeto por los términos de este Contrato. Si no está de acuerdo con los términos de este Contrato, no copie, instale ni utilice el Software.  RESTRICCIONES DE LA LICENCIA. Usted NO podrá: (i) usar o copiar el Software excepto según lo estipulado en este contrato; (ii) alquilar o arrendar el Software a un tercero; (iii) asignar este contrato o transferir el Software sin el consentimiento expreso por escrito de CQ INVERSIONES S.A.S.; (iv) modificar, adaptar o traducir el Software, en todo o en parte, excepto según lo estipulado en este contrato; (v) realizar operaciones de ingeniería inversa, descompilar o desensamblar el Software; (vi) intentar modificar o manipular el funcionamiento normal de un gestor de licencias que regule el uso del Software; (vii) distribuir, sublicenciar o transferir la forma de código fuente de cualquier componente del Software y sus derivados a un tercero sin el consentimiento expreso por escrito de CQ INVERSIONES S.A.S.; (viii) permitir, autorizar, licenciar o sublicenciar a un tercero a ver o utilizar el código fuente; (ix) modificar o distribuir el código fuente o el Software para que cualquier parte del mismo pase a estar sujeta a una licencia excluida. (Una ""licencia excluida"" es aquélla que requiere, como condición de uso, modificación o distribución, que (a) el código debe revelarse o distribuirse en la forma de código fuente; o (b) otros tienen el derecho de modificarlo.); (c) utilizar o incluir el código fuente o el software en programas engañosos, maliciosos o ilegales.  NO EXISTEN OTROS DERECHOS. CQ INVERSIONES S.A.S. no le concede otros derechos o licencias, de manera expresa o implícita, con respecto a cualquier información de titularidad o patente, copyright, topografía de circuito integrado, marca comercial, secretos comerciales, u otros derechos de titularidad de propiedad intelectual o controlados por CQ INVERSIONES S.A.S., a excepción de lo que se establece expresamente en este Contrato. Salvo lo previsto expresamente en este documento, no se le concede ninguna licencia o derecho, de manera directa o implícita, incentivo, impedimento legal o de otra manera. Específicamente, CQ INVERSIONES S.A.S. no le concede ningún derecho expreso o implícito bajo patentes, copyrights, marcas comerciales u otros derechos de propiedad intelectual de CQ INVERSIONES S.A.S. o de terceros.  PROPIEDAD DEL MATERIAL Y LOS ""COPYRIGHTS"". El Software se otorga con licencia, no se vende. CQ INVERSIONES S.A.S. mantiene el título de propiedad de todas las copias del Software. El Software dispone de sus correspondientes derechos de autor, y está amparado por la legislación colombiama, estadounidense y de otros países, así como por disposiciones de tratados internacionales. No está permitido eliminar del Software ninguna nota sobre los derechos de autor. Acepta evitar cualquier copia no autorizada del Software. CQ INVERSIONES S.A.S. puede introducir modificaciones en el Software, o en elementos a los que se hace referencia en el mismo, en cualquier momento y sin previo aviso, sin tener obligación de prestar asistencia técnica o actualizar el Software.  TÉRMINOS ADICIONALES PARA EL SOFTWARE PREVIO A LA VERSIÓN.  Si el Software que está instalando o utilizando bajo este contrato es una versión previa a la comercialización, o está etiquetada o representada de otra manera como versiones ""alfa"" o ""beta"" o ""RC"" del Software (""Software previo a la versión""), se aplican los términos siguientes. Hasta el extremo que cualquier disposición de esta Sección esté en conflicto con otro(s) término(s) o condición(es) de este Contrato respecto al Software previo a la versión, esta Sección prevalecerá sobre otro(s) término(s) o condición(es), pero sólo hasta el extremo necesario para resolver el conflicto. Entiende y reconoce que el Software es Software previo a la versión, no representa el Software final de CQ INVERSIONES S.A.S., y puede contener errores y otros problemas que podrían causar la pérdida de datos, fallos del sistema u otros errores. El Software previo a la versión se proporciona ""como está"" e CQ INVERSIONES S.A.S. rechaza toda garantía o responsabilidad hacia usted por cualquier daño causado por el uso del Software previo a la versión. Reconoce que CQ INVERSIONES S.A.S. no ha prometido que el Software previo a la versión se comercializará en el futuro, que CQ INVERSIONES S.A.S. no tiene ninguna obligación expresa o implícita hacia usted de comercializar el Software previo a la versión y que CQ INVERSIONES S.A.S. puede presentar Software que no sea compatible con el Software previo a la versión. Reconoce que la totalidad de cualquier investigación o desarrollo relacionado con el Software previo a la versión o con cualquier producto que utilice o esté asociado con el Software previo a la versión se realizará por su cuenta y riesgo. Si CQ INVERSIONES S.A.S. le ha proporcionado Software previo a la versión según los términos de un contrato escrito por separado, su uso del Software previo a la versión también está regido por dicho contrato.  GARANTÍA LIMITADA DE SOPORTES.  Si CQ INVERSIONES S.A.S. ha entregado el Software en un soporte físico, CQ INVERSIONESS.A.S. garantiza que dicho soporte está libre de defectos físicos de material durante los noventa días después de la entrega. Si encuentra algún defecto semejante, devuelva el soporte a CQ INVERSIONES S.A.S. para reemplazarlo o para que CQ INVERSIONES S.A.S. le entregue el Software de otro modo, a discreción de CQ INVERSIONES S.A.S..  EXCLUSIÓN DE OTRAS GARANTÍAS.  A EXCEPCIÓN DE LO ESTIPULADO ANTERIORMENTE, EL SOFTWARE SE FACILITA ""TAL CUAL"" SIN GARANTÍA EXPRESA O IMPLÍCITA DE NINGÚN TIPO, INCLUIDAS LAS GARANTÍAS DE COMERCIABILIDAD, NO INFRACCIÓN O ADECUACIÓN PARA UNA FINALIDAD CONCRETA. CQ INVERSIONES S.A.S. no garantiza ni asume responsabilidad en cuanto a la exactitud o integridad de cualquier información, texto, gráficos, enlaces u otros elementos contenidos en el Software.  LIMITACIÓN DE RESPONSABILIDAD.  EN NINGÚN CASO NI CQ INVERSIONES S.A.S. NI SUS PROVEEDORES SERÁN RESPONSABLES POR DAÑO ALGUNO DERIVADO DEL USO DEL SOFTWARE, O DE NO PODER USARLO (INCLUSIVE, SIN LIMITACIÓN ALGUNA, POR LOS DAÑOS DERIVADOS DEL CESE DE LUCRO, DE LA INTERRUPCIÓN DE LA ACTIVIDAD O EL NEGOCIO, O DE LA PÉRDIDA DE DATOS O INFORMACIÓN), AUN SI CQ INVERSIONES S.A.S. HUBIERA SIDO ADVERTIDA DE DICHA POSIBILIDAD. EN CIERTAS JURISDICCIONES SE PROHÍBE LA EXCLUSIÓN O LIMITACIÓN DE RESPONSABILIDAD RESPECTO A GARANTÍAS IMPLÍCITAS O DAÑOS INDIRECTOS O CASUALES, POR LO QUE LAS LIMITACIONES MENCIONADAS PUEDEN NO SER APLICABLES EN SU CASO. ASIMISMO, ES POSIBLE QUE TENGA OTROS DERECHOS LEGALES QUE VARÍEN DE UNA JURISDICCIÓN A OTRA. En caso de que utilice el Software junto con un dispositivo virtual (""emulado"") diseñado para aparecer como un producto de componente de CQ INVERSIONES S.A.S., reconoce que CQ INVERSIONES S.A.S. no es el autor ni el creador del dispositivo virtual (""emulado""). Entiende y reconoce que CQ INVERSIONES S.A.S. no hace ninguna declaración sobre el funcionamiento correcto del Software cuando se utiliza con un dispositivo virtual (""emulado""), que CQ INVERSIONES S.A.S. no diseñó el Software para que funcione conjuntamente con el dispositivo virtual (""emulado"") y que el Software puede no ser capaz de corregir el funcionamiento conjuntamente con el dispositivo virtual (""emulado""). Acepta asumir el riesgo de que el Software no funcione de forma correcta conjuntamente con el dispositivo virtual (""emulado""). Acepta indemnizar y mantener a CQ INVERSIONES S.A.S., sus directores, subsidiarias y afiliados libres de toda responsabilidad contra cualquier demanda, costo, daño y gasto y honorarios razonables de abogados que surjan de, directa o indirectamente, cualquier reclamo por productos defectuosos, daños personales o muerte relacionadas con el uso no previsto o no autorizado del Software conjuntamente con el dispositivo virtual (""emulado""), incluso si dicha acción se basa en que CQ INVERSIONES S.A.S. fue negligente con respecto al diseño o fabricación del Software.  USO NO AUTORIZADO. EL SOFTWARE NO ESTÁ DISEÑADO, PREVISTO O AUTORIZADO PARA SU USO EN CUALQUIER TIPO DE SISTEMA O APLICACIÓN EN LA QUE UN FALLO DE SOFTWARE PODRÍA CREAR UNA SITUACIÓN DONDE SE PRODUJERAN LESIONES PERSONALES O LA MUERTE (POR EJEMPLO, SISTEMAS MÉDICOS, DE SOPORTE VITAL O PARA SALVAR VIDAS). Si utiliza el Software para cualquier uso no previsto o no autorizado, deberá indemnizar y considerar sin responsabilidad a CQ INVERSIONES S.A.S. y sus directores, subsidiarias y afiliados contra cualquier demanda, costo, daño y gasto y honorarios razonables de abogados que surjan de, directa o indirectamente, cualquier reclamo por productos defectuosos, daños personales o muerte relacionadas con dicho uso no previsto o no autorizado, incluso si dicha acción se basa en que CQ INVERSIONES S.A.S. fue negligente con respecto al diseño o fabricación del componente.  RESCISIÓN DE ESTE CONTRATO. Si infringe los términos de este Contrato, CQ INVERSIONES S.A.S. puede rescindirlo en cualquier momento. Tras la rescisión, usted deberá destruir inmediatamente el Software o devolver a CQ INVERSIONES S.A.S. todas las copias del mismo.  LEGISLACIÓN APLICABLE. Las reclamaciones que surjan bajo este Contrato estarán regidas por las leyes del estado de California, independientemente de los principios de conflicto de leyes. Acepta que los términos de la Convención sobre contratos para la venta internacional de bienes de las Naciones Unidas no se aplican a este Contrato. Se prohíbe exportar el Software si dicho acto violara cualquier ley o reglamento aplicable sobre exportaciones. CQ INVERSIONES S.A.S. no está obligada por ningún otro contrato, a menos que éste se haya realizado por escrito y esté firmado por un representante autorizado de CQ INVERSIONES S.A.S..  DERECHOS RESTRINGIDOS DEL ESTADO. El Software y la documentación incluidos se desarrollaron a cargo de una iniciativa privada y se proporcionan con ""DERECHOS LIMITADOS"". Su uso, reproducción o divulgación por el Gobierno está sujeto a las restricciones establecidas en FAR 52.227-14 y DFAR 252.227-7013 y siguientes o sus sucesoras. El uso de este producto por parte del Gobierno constituye el reconocimiento de los derechos de titularidad de CQ INVERSIONES S.A.S. sobre el mismo. El contratista o fabricante es CQ INVERSIONES S.A.S..  IDIOMA; TRADUCCIONES. En el caso de que la versión en español de este Contrato esté acompañada por cualquier otra versión traducida a otro idioma, dicha versión traducida sólo se ofrece a título informativo y prevalecerá la versión en español. "
2247717,Closed-Source Proprietary License
2247790,fileL LICENSE
2250524,Copyright (c) 2017 Daniel Hillier
2250920,see LICENCE.txt
2251616,Copyright (c) 2012 devartis
2252670,BDS
2257479,"BSD license, see LICENSE file"
2257566,Distributed under terms of the AGPL license.
2260790,http://code.djangoproject.com/browser/django/trunk/LICENSE
2260892,"BSD licence, see LICENCE.md"
2262990,"CC licence, see LICENSE.txt"
2265647,see https://github.com/9nix00/django-rest-framework-mongoengine/blob/master/LICENSE
2268210,"BSD licence, see LICENCE.TXT"
2270670,NOT OPEN FOR EVERYONE # Example license
2272972,The AGPL License
2277874,LGPL v3 - see LICENSE file
2279187,"GPL License, see docs/LICENCE.md"
2281272,GNUGPL-v3
2282114,Proprietay Software
2282368,Just dont bug me with your problems
2287188,Happy Code
2287885,Custom License: Django-Tenanet Limited Use License
2288720,http://www.gnu.org/licenses/lgpl.html
2289049,see file LICENSE
2289856,see licence on https://github.com/umutbozkurt/django-timestamp-paginator
2294579,NasirTitas2022
2301875,"Copyright (c) 2013, byteweaver"
2302300,GPL - see LICENSE.txt
2302889,All Rights reserved
2306891,GPL GNU License
2307187,MTI
2309712,copyleft CC NC SA
2313861,Copyright (c) 2017 Anthony Leontiev
2314339,GNU Version 3 License
2315103,file: LICENSE.txt
2318165,BCD
2318368,"PROPRIETARY SOFTWARE, No License Granted"
2318834,BSD-like
2321253,(c) 2016 Joel Johnson
2321312,APGL
2321919,Li
2323610,MOZ-2
2324036,BSE License
2324244,GPL/LGPL
2328166,"BSD (see ""dm/historical/LICENSE.txt"", for details)"
2328175,"BSD (see ""dm/incrementalsearch/LICENSE.txt"", for details)"
2328179,"BSD (see ""dm/iter/LICENSE.txt"", for details)"
2328180,"BSD (see ""dm/pdb/LICENSE.txt"", for details)"
2328195,"BSD (see ""dm/profile/LICENSE.txt"", for details)"
2328221,"BSD (see ""dm/sharedresource/LICENSE.txt"", for details)"
2328243,"BSD (see ""dm/zdoc/LICENSE.txt"", for details)"
2331118,cisco Systems Inc.
2332985,FUCK LICENSE 
2333768,http://www.dnspython.org/LICENSE
2334122,https://raw.github.com/samarudge/dnsyo/master/LICENCE.txt
2343381,Copyright 2015 RIKEN AICS
2343866,https://github.com/xoxys/docker-tidy
2343959,To be determined
2345009,Spatialedge Community License
2347654,see LICENSE
2350567,Massachusetts Institute of Technology Research License
2354706,DolphinDB
2355294,https://github.com/pawel-kow/domainconnect_python/blob/master/LICENSE
2356277,Bitapps
2362054,CNMD
2362373,Copyright MHN Ltd
